,country,points,price,variety
88083,Germany,90,25,Riesling
88084,Italy,90,,Sauvignon
88085,Germany,90,42,Riesling
88086,Portugal,90,25,Portuguese Red
88087,US,84,22,White Blend
88088,US,84,10,Cabernet Sauvignon
88089,France,83,19,Pinot Auxerrois
88090,Argentina,83,13,Red Blend
88091,Italy,83,23,Red Blend
88092,Spain,83,10,Tempranillo
88093,US,83,10,Pinot Grigio
88094,Spain,83,11,Verdejo
88095,Spain,83,10,Tempranillo
88096,Argentina,83,11,Cabernet Sauvignon-Shiraz
88097,US,83,12,Cabernet Sauvignon
88098,Argentina,83,9,Torrontés
88099,Portugal,83,,Portuguese White
88100,US,83,17,Chardonnay
88101,US,83,10,Riesling
88102,US,83,26,Sauvignon Blanc
88103,Spain,83,11,Verdejo
88104,Argentina,83,16,Torrontés
88105,Spain,83,11,Macabeo
88106,US,83,9,Cabernet Sauvignon
88107,Spain,83,7,Tempranillo
88108,Italy,83,22,Red Blend
88109,US,90,30,Pinot Noir
88110,Spain,90,17,Mencía
88111,Italy,90,50,Red Blend
88112,US,90,16,Syrah
88113,US,90,35,Zinfandel
88114,US,90,75,Syrah
88115,Slovenia,90,40,Ribolla Gialla
88116,Moldova,90,31,Red Blend
88117,US,90,52,Pinot Noir
88118,US,90,55,Cabernet Sauvignon
88119,Italy,90,140,Sangiovese
88120,Italy,90,95,Sangiovese
88121,Italy,90,120,Sangiovese
88122,US,90,55,Pinot Noir
88123,US,90,24,Chardonnay
88124,US,90,22,Riesling
88125,US,90,55,Chardonnay
88126,Spain,90,25,Sparkling Blend
88127,US,90,22,Chardonnay
88128,Italy,90,80,Sangiovese
88129,Bulgaria,90,15,Mavrud
88130,US,90,38,Rhône-style Red Blend
88131,Italy,90,120,Sangiovese
88132,US,90,50,Cabernet Sauvignon
88133,US,90,37,Champagne Blend
88134,India,90,13,Shiraz
88135,US,90,35,Cabernet Sauvignon
88136,US,90,15,Tempranillo
88137,US,90,55,Cabernet Sauvignon
88138,Canada,90,24,Riesling
88139,Italy,86,19,Arneis
88140,Italy,86,16,Grecanico
88141,Chile,86,13,Sauvignon Blanc
88142,Italy,86,26,Verdicchio
88143,New Zealand,86,18,Sauvignon Blanc
88144,New Zealand,86,16,Sauvignon Blanc
88145,Italy,86,12,Pinot Grigio
88146,Italy,86,30,Aglianico
88147,Chile,86,9,Sauvignon Blanc
88148,Italy,86,18,Uva di Troia
88149,US,86,30,Pinot Noir
88150,Italy,86,16,Vermentino
88151,Italy,86,17,Aglianico
88152,US,86,60,Cabernet Sauvignon
88153,US,86,13,Riesling
88154,Austria,86,19,Grüner Veltliner
88155,South Africa,86,11,Chardonnay
88156,US,86,28,Cabernet Sauvignon
88157,US,86,16,Sangiovese
88158,Italy,86,21,Pinot Grigio
88159,Australia,86,18,Chardonnay
88160,Italy,85,18,Biancale
88161,South Africa,85,17,Sauvignon Blanc
88162,France,85,12,Chardonnay
88163,France,85,10,Bordeaux-style Red Blend
88164,US,85,30,Cabernet Sauvignon
88165,France,93,40,Chardonnay
88166,US,93,40,Pinot Noir
88167,France,93,,Chardonnay
88168,US,93,28,Sauvignon Blanc
88169,Germany,93,50,Spätburgunder
88170,France,93,37,Chardonnay
88171,Argentina,93,120,Cabernet Franc
88172,US,93,50,Red Blend
88173,US,93,37,Chardonnay
88174,US,93,37,Chardonnay
88175,US,93,54,Pinot Noir
88176,US,93,45,Chardonnay
88177,US,93,19,Zinfandel
88178,US,93,50,Pinot Noir
88179,US,93,36,Zinfandel
88180,Portugal,93,,Alvarinho
88181,Italy,93,90,Nebbiolo
88182,Italy,93,65,Nebbiolo
88183,US,93,90,Petite Sirah
88184,Italy,93,,Nebbiolo
88185,US,93,75,Pinot Noir
88186,US,93,28,Riesling
88187,France,93,,Chardonnay
88188,Portugal,93,,Portuguese Red
88189,Italy,93,130,Nebbiolo
88190,France,93,,Chardonnay
88191,France,93,42,Chardonnay
88192,France,93,40,Chardonnay
88193,Italy,93,45,Nebbiolo
88194,Italy,93,32,Nebbiolo
88195,Spain,85,19,Godello
88196,US,85,26,Chardonnay
88197,US,85,49,Cabernet Sauvignon
88198,South Africa,85,15,Pinotage
88199,Spain,85,22,Sparkling Blend
88200,Spain,85,12,Tempranillo
88201,Spain,85,9,Sparkling Blend
88202,US,85,25,Sangiovese
88203,France,85,,Rhône-style Red Blend
88204,Spain,85,14,Tempranillo Blend
88205,US,85,13,G-S-M
88206,US,85,28,Cabernet Sauvignon
88207,US,85,25,Petite Sirah
88208,France,85,11,Gamay
88209,US,85,25,Barbera
88210,US,84,55,Cabernet Sauvignon
88211,US,84,10,White Blend
88212,US,84,24,Malbec
88213,Spain,84,14,Sparkling Blend
88214,US,84,15,Sauvignon Blanc
88215,US,84,11,Pinot Noir
88216,US,84,11,Sauvignon Blanc
88217,France,84,13,Rosé
88218,US,84,10,Chardonnay
88219,Spain,84,24,Tempranillo
88220,US,84,26,Cabernet Sauvignon
88221,France,84,12,Rhône-style White Blend
88222,US,84,35,Chardonnay
88223,US,84,10,Red Blend
88224,US,84,22,Sauvignon Blanc
88225,Spain,84,6,Tempranillo-Merlot
88226,France,84,,Rosé
88227,US,84,17,White Blend
88228,US,84,13,Red Blend
88229,Peru,84,20,Petit Verdot
88230,France,84,13,Gamay
88231,US,84,13,Moscato
88232,US,84,20,Cabernet Sauvignon
88233,US,89,18,Riesling
88234,Spain,89,15,Tempranillo-Garnacha
88235,Spain,89,15,Tempranillo
88236,Spain,89,16,Tinta de Toro
88237,US,89,48,Cabernet Sauvignon
88238,US,89,40,Cabernet Sauvignon
88239,US,89,24,Rhône-style White Blend
88240,Italy,89,70,Nebbiolo
88241,US,89,50,Cabernet Sauvignon
88242,Austria,89,14,Austrian Red Blend
88243,Austria,89,11,Grüner Veltliner
88244,Italy,89,55,Nebbiolo
88245,France,89,18,Bordeaux-style Red Blend
88246,France,89,60,Bordeaux-style Red Blend
88247,France,89,40,Bordeaux-style Red Blend
88248,France,89,16,Bordeaux-style Red Blend
88249,US,89,20,Riesling
88250,France,89,22,Sauvignon Blanc
88251,US,89,12,Zinfandel
88252,Austria,89,20,Zweigelt
88253,Italy,89,,Red Blend
88254,Spain,89,21,Tempranillo
88255,Spain,89,73,Mencía
88256,Spain,89,15,Albariño
88257,US,89,26,Chardonnay
88258,Austria,89,13,Zweigelt
88259,US,89,48,Chardonnay
88260,US,89,14,Sparkling Blend
88261,US,89,25,Barbera
88262,Spain,89,16,Tempranillo Blend
88263,US,89,32,Marsanne
88264,US,89,42,Pinot Noir
88265,Austria,89,28,Riesling
88266,Spain,89,35,Cabernet Sauvignon-Syrah
88267,US,88,28,Syrah
88268,US,88,24,Sauvignon Blanc
88269,US,88,20,Red Blend
88270,US,88,22,Malbec
88271,US,88,18,Riesling
88272,Italy,88,65,Sangiovese Grosso
88273,Italy,88,,Sangiovese Grosso
88274,France,88,12,Riesling
88275,US,88,16,Pinot Gris
88276,US,88,17,Pinot Gris
88277,France,88,27,White Blend
88278,France,88,64,Pinot Gris
88279,Italy,88,90,Sangiovese Grosso
88280,US,88,13,Chardonnay
88281,US,88,20,Riesling
88282,US,88,20,Riesling
88283,Italy,88,65,Sangiovese Grosso
88284,US,88,44,Pinot Noir
88285,US,88,16,Riesling
88286,Austria,86,17,Grüner Veltliner
88287,Italy,86,30,Ansonica
88288,Argentina,86,10,Malbec
88289,US,86,42,Pinot Noir
88290,Italy,86,16,Müller-Thurgau
88291,Italy,86,17,Riesling
88292,US,86,45,Pinot Noir
88293,Italy,86,19,Müller-Thurgau
88294,Greece,86,10,Savatiano
88295,Argentina,86,20,Merlot
88296,Italy,86,13,Vernaccia
88297,Italy,86,23,Ribolla Gialla
88298,US,86,22,Pinot Blanc
88299,Argentina,86,12,Cabernet Sauvignon
88300,France,86,12,Sauvignon Blanc
88301,Argentina,86,14,Malbec
88302,Italy,86,14,Pinot Grigio
88303,US,86,20,Pinot Noir
88304,US,86,65,Pinot Noir
88305,Italy,86,23,Verdicchio
88306,France,86,13,Malbec
88307,US,86,30,Merlot
88308,France,86,10,White Blend
88309,France,86,18,Malbec
88310,Argentina,86,10,Pinot Grigio
88311,Italy,86,,White Blend
88312,Italy,86,14,Pinot Grigio
88313,Greece,86,11,Muscat
88314,Canada,90,27,Sauvignon Blanc
88315,France,90,22,Gamay
88316,France,90,25,Gamay
88317,France,90,17,Gamay
88318,Australia,90,42,Pinot Noir
88319,Australia,90,42,Pinot Noir
88320,France,90,45,Champagne Blend
88321,US,90,26,Malbec
88322,France,90,25,Sparkling Blend
88323,France,90,60,Champagne Blend
88324,Italy,90,30,Glera
88325,France,90,17,Sparkling Blend
88326,US,90,16,Pinot Grigio
88327,Italy,90,18,Lambrusco
88328,US,90,72,Pinot Noir
88329,France,90,22,Gamay
88330,US,90,37,Pinot Noir
88331,France,90,,Champagne Blend
88332,France,90,60,Pinot Noir
88333,US,90,22,Pinot Blanc
88334,Italy,90,18,Glera
88335,France,90,20,Gamay
88336,Italy,90,19,Glera
88337,France,90,,Champagne Blend
88338,France,89,20,Sparkling Blend
88339,Spain,89,35,Red Blend
88340,US,89,19,Riesling
88341,Spain,89,15,Viura
88342,Portugal,89,15,Portuguese White
88343,France,89,20,Sparkling Blend
88344,US,90,36,Red Blend
88345,US,90,88,Red Blend
88346,US,90,29,Cabernet Franc
88347,Portugal,90,,Portuguese Red
88348,Italy,90,31,Gewürztraminer
88349,US,90,35,Bordeaux-style Red Blend
88350,France,90,18,White Blend
88351,France,90,,Chardonnay
88352,US,90,55,Bordeaux-style Red Blend
88353,US,90,38,Cabernet Sauvignon
88354,US,90,48,Petit Verdot
88355,US,90,38,Syrah
88356,US,90,25,Rhône-style White Blend
88357,US,90,42,Chardonnay
88358,US,90,45,Syrah
88359,Italy,90,33,White Blend
88360,Argentina,90,,Pinot Noir
88361,US,90,38,Pinot Noir
88362,France,90,23,Cabernet Franc
88363,France,90,30,Tannat
88364,France,90,30,Malbec
88365,France,90,16,Red Blend
88366,France,90,17,Chenin Blanc
88367,Chile,90,150,Syrah
88368,US,90,34,Syrah
88369,US,90,72,Pinot Noir
88370,US,90,72,Pinot Noir
88371,US,90,18,Zinfandel
88372,US,90,32,Syrah
88373,Italy,90,85,Vitovska
88374,Australia,91,38,Cabernet Sauvignon
88375,Italy,91,50,"Corvina, Rondinella, Molinara"
88376,US,91,24,Zinfandel
88377,US,91,32,Syrah
88378,Italy,91,60,"Corvina, Rondinella, Molinara"
88379,New Zealand,91,50,Pinot Noir
88380,Argentina,91,25,Malbec
88381,US,91,76,Pinot Noir
88382,US,91,22,Merlot
88383,France,91,,Champagne Blend
88384,US,91,45,Pinot Noir
88385,New Zealand,91,43,Chardonnay
88386,Australia,91,24,Shiraz
88387,US,91,37,Merlot
88388,US,91,22,Riesling
88389,France,91,,Champagne Blend
88390,France,91,65,Chardonnay
88391,US,91,45,Red Blend
88392,France,91,40,Champagne Blend
88393,France,91,,Chardonnay
88394,France,91,,Champagne Blend
88395,Austria,87,12,Grüner Veltliner
88396,Spain,87,10,Garnacha-Tempranillo
88397,Italy,87,20,Sangiovese
88398,US,87,31,Syrah
88399,US,87,24,Chenin Blanc
88400,US,87,52,Cabernet Sauvignon
88401,US,87,15,Chardonnay
88402,Spain,87,12,Tempranillo
88403,US,87,35,Syrah
88404,France,87,35,Champagne Blend
88405,France,87,,Bordeaux-style Red Blend
88406,France,87,10,Rosé
88407,US,87,20,Chardonnay
88408,US,87,24,Albariño
88409,Spain,87,15,Sparkling Blend
88410,Italy,87,12,Red Blend
88411,Italy,87,14,Sangiovese
88412,US,87,12,Cabernet Sauvignon
88413,Italy,87,12,Red Blend
88414,Austria,87,16,Riesling
88415,New Zealand,87,33,Sauvignon Blanc
88416,Austria,87,13,Rosé
88417,France,87,40,Champagne Blend
88418,France,87,14,Bordeaux-style White Blend
88419,Italy,87,19,Sangiovese
88420,US,87,,Chardonnay
88421,US,87,10,Red Blend
88422,France,87,12,Sauvignon Blanc
88423,Italy,87,15,Red Blend
88424,US,87,42,Cabernet Sauvignon
88425,US,93,52,Mourvèdre
88426,Spain,93,110,Tempranillo
88427,Austria,93,32,Grüner Veltliner
88428,Spain,93,110,Tempranillo
88429,US,93,35,Pinot Noir
88430,US,93,45,Chardonnay
88431,US,93,55,Rhône-style Red Blend
88432,US,93,30,Red Blend
88433,US,93,48,Red Blend
88434,Italy,93,59,Nerello Mascalese
88435,Italy,93,63,Nerello Mascalese
88436,US,93,100,Syrah
88437,Italy,93,120,Nebbiolo
88438,Spain,93,39,Tempranillo
88439,US,93,28,Tempranillo
88440,Austria,93,14,Furmint
88441,US,93,39,Riesling
88442,Italy,93,68,Nebbiolo
88443,US,93,79,Cabernet Sauvignon
88444,US,93,55,Syrah
88445,Austria,93,21,Riesling
88446,US,93,65,Pinot Noir
88447,US,93,26,Chardonnay
88448,US,93,45,Pinot Noir
88449,Austria,93,25,Pinot Noir
88450,US,93,55,Pinot Noir
88451,US,93,19,Syrah
88452,US,93,46,Pinot Noir
88453,France,93,36,Chenin Blanc
88454,France,93,30,Chenin Blanc
88455,US,85,43,Chardonnay
88456,France,85,63,Pinot Noir
88457,US,85,55,Cabernet Sauvignon
88458,Chile,85,12,Red Blend
88459,Chile,85,10,Rosé
88460,France,85,16,Rosé
88461,France,85,22,Pinot Blanc
88462,France,85,10,Rosé
88463,France,85,29,Pinot Noir
88464,France,85,,Pinot Noir
88465,US,85,45,Cabernet Sauvignon
88466,Italy,85,22,Coda di Volpe
88467,France,85,20,Pinot Auxerrois
88468,US,85,27,Malbec
88469,US,85,23,Sauvignon Blanc
88470,Spain,85,10,Garnacha
88471,Chile,85,16,Pinot Noir
88472,US,85,29,Tempranillo
88473,US,85,30,Viognier
88474,Italy,85,24,Fiano
88475,France,85,22,Pinot Blanc
88476,Spain,84,18,Viura
88477,France,84,16,Rosé
88478,US,84,15,Rosé
88479,France,84,10,Rosé
88480,Chile,84,11,Chardonnay
88481,Spain,84,25,Pansa Blanca
88482,Italy,84,,White Blend
88483,France,84,12,Rosé
88484,Chile,84,19,Carmenère
88485,Hungary,89,21,Furmint
88486,Argentina,89,18,Chardonnay
88487,Portugal,89,14,Portuguese Red
88488,Italy,89,42,Nebbiolo
88489,US,89,12,Cabernet Sauvignon
88490,US,89,22,Pinot Gris
88491,Australia,88,15,Sauvignon Blanc
88492,US,88,13,Moscato
88493,US,88,35,Pinot Noir
88494,Italy,88,53,Nebbiolo
88495,Italy,88,46,Nebbiolo
88496,US,88,19,Zinfandel
88497,Portugal,88,13,Rosé
88498,Portugal,88,15,Portuguese Red
88499,Portugal,88,7,Portuguese Red
88500,Portugal,88,7,Portuguese White
88501,France,88,65,Pinot Noir
88502,Israel,88,12,Red Blend
88503,US,88,28,Zinfandel
88504,Australia,88,23,Sauvignon Blanc-Semillon
88505,US,88,16,Zinfandel
88506,France,88,17,Chardonnay
88507,Israel,88,12,Cabernet Sauvignon
88508,France,88,21,Chardonnay
88509,Australia,88,25,Chardonnay
88510,Georgia,88,13,Mtsvane
88511,Ukraine,88,9,Riesling
88512,France,88,80,Pinot Noir
88513,France,88,50,Pinot Noir
88514,US,84,30,Zinfandel
88515,US,84,18,Sangiovese
88516,France,84,17,Bordeaux-style Red Blend
88517,Portugal,84,8,Castelão
88518,US,84,37,Petite Sirah
88519,US,84,16,Pinot Gris
88520,Greece,84,18,Red Blend
88521,Spain,84,16,Tempranillo
88522,Spain,84,16,Viura
88523,France,84,12,Rhône-style White Blend
88524,US,84,30,Petite Verdot
88525,France,84,13,Rhône-style White Blend
88526,US,84,24,Zinfandel
88527,Spain,84,15,Red Blend
88528,US,84,10,Cabernet Sauvignon
88529,France,84,12,Bordeaux-style Red Blend
88530,US,84,28,Cabernet Sauvignon
88531,Portugal,84,6,Rosé
88532,US,84,11,Chenin Blanc
88533,France,84,11,Rhône-style White Blend
88534,US,84,45,Rhône-style Red Blend
88535,Greece,84,32,Assyrtico
88536,Spain,85,90,Garnacha
88537,France,85,10,Bordeaux-style Red Blend
88538,France,85,25,Bordeaux-style Red Blend
88539,France,85,15,Bordeaux-style Red Blend
88540,France,85,,Bordeaux-style White Blend
88541,France,85,12,Bordeaux-style White Blend
88542,France,85,15,Bordeaux-style White Blend
88543,US,85,15,Cabernet Sauvignon
88544,US,85,12,Zinfandel
88545,Austria,85,,Zweigelt
88546,Austria,85,12,Grüner Veltliner
88547,US,85,37,Zinfandel
88548,Austria,85,,Zweigelt
88549,Austria,85,,Grüner Veltliner
88550,US,85,35,Chardonnay
88551,France,85,10,Bordeaux-style Red Blend
88552,US,85,35,Red Blend
88553,Italy,85,12,White Blend
88554,France,85,,Bordeaux-style White Blend
88555,France,85,13,Bordeaux-style Red Blend
88556,France,85,14,Bordeaux-style Red Blend
88557,France,85,14,Bordeaux-style Red Blend
88558,US,85,20,Cabernet Sauvignon
88559,US,85,10,Chardonnay
88560,US,85,24,Chardonnay
88561,US,85,16,Sauvignon Blanc
88562,Australia,85,11,Chardonnay
88563,Spain,85,11,Tempranillo
88564,Austria,85,17,White Blend
88565,Argentina,85,16,Torrontés
88566,Argentina,90,50,Bordeaux-style Red Blend
88567,Italy,90,,Nebbiolo
88568,US,90,44,Pinot Noir
88569,Italy,90,81,Nebbiolo
88570,US,90,60,Pinot Noir
88571,US,90,75,Cabernet Sauvignon
88572,US,90,26,Chardonnay
88573,US,90,46,Pinot Noir
88574,US,90,16,Red Blend
88575,Italy,90,,Nebbiolo
88576,US,90,35,Sauvignon Blanc
88577,US,90,20,Chardonnay
88578,US,90,58,Pinot Noir
88579,US,90,24,Riesling
88580,US,90,25,Cinsault
88581,US,90,21,Pinot Noir
88582,US,90,14,Zinfandel
88583,Italy,90,40,Nebbiolo
88584,US,90,85,Cabernet Sauvignon
88585,US,90,18,Pinot Noir
88586,Italy,90,110,Nebbiolo
88587,Spain,90,27,Tempranillo
88588,France,87,,Bordeaux-style Red Blend
88589,France,87,35,Bordeaux-style Red Blend
88590,France,87,,Bordeaux-style Red Blend
88591,France,87,19,Bordeaux-style Red Blend
88592,France,87,30,Bordeaux-style Red Blend
88593,France,87,18,Bordeaux-style Red Blend
88594,France,87,20,Bordeaux-style Red Blend
88595,Italy,87,50,Sangiovese
88596,US,87,36,Cabernet Sauvignon
88597,Italy,87,60,Sangiovese
88598,Spain,87,28,Red Blend
88599,US,87,35,Carmenère
88600,Spain,87,15,Tempranillo Blend
88601,Argentina,87,38,Malbec
88602,Italy,87,28,Vermentino
88603,US,87,18,Malbec
88604,US,87,13,Riesling
88605,US,87,20,Cabernet Franc
88606,US,87,26,Chardonnay
88607,US,87,23,White Blend
88608,US,87,18,Cabernet Sauvignon
88609,France,87,10,Bordeaux-style Red Blend
88610,US,87,18,Gewürztraminer
88611,US,87,30,Chardonnay
88612,US,87,14,Chardonnay
88613,Italy,87,,Sangiovese
88614,Italy,87,87,Sangiovese
88615,US,89,28,White Blend
88616,US,89,28,White Blend
88617,US,89,32,Chardonnay
88618,Italy,89,,Nebbiolo
88619,US,89,24,White Blend
88620,US,89,38,Red Blend
88621,US,89,28,Mourvèdre
88622,US,89,42,Pinot Noir
88623,US,89,39,Cabernet Sauvignon
88624,US,89,29,Malbec-Merlot
88625,France,89,18,Bordeaux-style Red Blend
88626,US,89,15,Merlot
88627,Italy,89,22,Barbera
88628,US,89,20,Bordeaux-style Red Blend
88629,US,89,52,Pinot Noir
88630,France,89,30,Gamay
88631,Italy,89,,Barbera
88632,Italy,89,28,Syrah
88633,Italy,89,20,Barbera
88634,US,89,14,Red Blend
88635,US,88,10,Gewürztraminer
88636,US,88,18,Lemberger
88637,Italy,88,18,Syrah
88638,US,88,40,Malbec
88639,France,88,17,Jacquère
88640,US,88,23,Syrah-Grenache
88641,Spain,88,140,Tempranillo
88642,Italy,88,27,Barbera
88643,US,88,40,Pinot Noir
88644,US,88,26,Cabernet Sauvignon
88645,US,91,70,Semillon-Sauvignon Blanc
88646,US,91,85,Red Blend
88647,Argentina,91,60,Cabernet Sauvignon
88648,US,91,38,Pinot Noir
88649,Italy,91,26,Glera
88650,France,91,45,Champagne Blend
88651,Portugal,91,30,Tinta Francisca
88652,France,91,60,Champagne Blend
88653,France,91,50,Champagne Blend
88654,France,91,20,Gamay
88655,US,91,60,Syrah
88656,France,91,20,Gamay
88657,US,91,24,Grüner Veltliner
88658,Portugal,91,55,Portuguese Red
88659,US,91,48,Malbec
88660,Portugal,91,20,Portuguese White
88661,US,91,70,Pinot Noir
88662,Italy,91,45,Sparkling Blend
88663,Spain,91,42,Tempranillo
88664,France,91,80,Champagne Blend
88665,France,91,20,Sparkling Blend
88666,US,91,28,Rhône-style White Blend
88667,Italy,91,59,Chardonnay
88668,Italy,91,43,Greco
88669,Canada,91,40,Cabernet Sauvignon
88670,Australia,91,35,Pinot Noir
88671,US,91,34,Grüner Veltliner
88672,US,91,45,Chardonnay
88673,France,91,19,Gamay
88674,US,91,44,Pinot Noir
88675,US,94,65,Pinot Noir
88676,France,94,,Bordeaux-style Red Blend
88677,US,94,72,Pinot Noir
88678,Italy,94,53,Sangiovese
88679,US,94,80,Syrah
88680,US,94,85,Cabernet Sauvignon
88681,US,94,50,Bordeaux-style Red Blend
88682,Austria,94,18,Riesling
88683,US,94,50,Pinot Noir
88684,US,94,190,Cabernet Sauvignon
88685,Israel,94,25,Cabernet Sauvignon
88686,Spain,94,80,Tempranillo
88687,US,94,85,Syrah
88688,US,94,45,Pinot Noir
88689,US,94,46,Pinot Noir
88690,US,94,57,Bordeaux-style Red Blend
88691,Italy,94,60,Sangiovese
88692,Spain,94,49,Tinto Fino
88693,New Zealand,94,69,Pinot Noir
88694,Austria,94,37,Riesling
88695,Italy,94,45,Sangiovese
88696,US,94,120,Bordeaux-style Red Blend
88697,US,94,48,Chardonnay
88698,US,94,125,Cabernet Sauvignon
88699,US,94,45,Chardonnay
88700,US,94,59,Pinot Noir
88701,US,94,58,Pinot Noir
88702,US,94,44,Pinot Noir
88703,US,94,41,Pinot Noir
88704,US,93,55,Cabernet Sauvignon
88705,France,87,16,Cabernet Franc
88706,US,87,25,Rhône-style White Blend
88707,Italy,87,18,Rosato
88708,Chile,87,17,Cabernet Sauvignon
88709,Italy,87,20,Moscato Giallo
88710,France,87,16,Cabernet Franc
88711,France,87,,Chenin Blanc
88712,Italy,87,17,Pinot Grigio
88713,France,87,,Sparkling Blend
88714,US,87,25,Merlot
88715,Italy,87,,Sauvignon
88716,US,87,24,Chardonnay
88717,Chile,87,13,Chardonnay
88718,Spain,87,9,Tempranillo
88719,Argentina,87,20,Malbec
88720,Spain,87,15,Syrah
88721,US,86,42,Cabernet Franc
88722,Italy,86,19,White Blend
88723,South Africa,85,17,Pinotage
88724,US,85,10,Cabernet Sauvignon
88725,US,85,35,Pinot Noir
88726,Italy,85,35,Vernaccia
88727,US,85,25,Cabernet Sauvignon
88728,US,85,15,Chardonnay
88729,US,85,13,Traminette
88730,New Zealand,85,75,Pinot Noir
88731,France,85,17,Rosé
88732,France,85,22,Rosé
88733,France,85,,Rosé
88734,US,85,35,Pinot Noir
88735,France,85,,Rosé
88736,France,85,18,Rosé
88737,US,85,25,Charbono
88738,Argentina,85,13,Malbec
88739,US,85,45,Red Blend
88740,US,85,32,Merlot
88741,US,85,20,Chardonnay
88742,Italy,85,12,White Blend
88743,US,85,40,Pinot Noir
88744,Italy,85,16,Trebbiano
88745,Italy,85,25,Vernaccia
88746,South Africa,85,15,Pinotage
88747,US,85,54,Bordeaux-style Red Blend
88748,Argentina,85,20,Cabernet Sauvignon
88749,France,85,17,Rosé
88750,US,85,35,Chardonnay
88751,US,85,35,Petit Verdot
88752,France,85,12,Rosé
88753,US,87,38,Syrah
88754,US,87,27,Pinot Noir
88755,France,87,22,Pinot Noir
88756,Italy,87,,Garganega
88757,Australia,87,14,Pinot Grigio
88758,Spain,87,9,Tempranillo-Garnacha
88759,Italy,87,19,Dolcetto
88760,Argentina,87,14,Malbec
88761,Italy,87,16,Red Blend
88762,Spain,87,12,Garnacha
88763,France,87,19,Chenin Blanc
88764,France,87,16,Cabernet Franc
88765,France,87,23,Sauvignon Blanc
88766,US,87,16,Cabernet Sauvignon
88767,US,87,25,Petite Sirah
88768,Spain,87,19,Albariño
88769,Argentina,87,13,Shiraz
88770,Georgia,87,20,Sparkling Blend
88771,US,87,33,Chardonnay
88772,Australia,87,14,Moscato
88773,US,87,17,Sauvignon Blanc
88774,Australia,87,30,Zinfandel
88775,US,87,25,Zinfandel
88776,Italy,86,15,Falanghina
88777,US,86,15,Rosé
88778,Australia,86,10,G-S-M
88779,Spain,86,9,Tempranillo-Cabernet Sauvignon
88780,Austria,86,13,Zweigelt
88781,US,86,20,Cabernet Sauvignon
88782,US,86,15,Pinot Noir
88783,US,86,28,Merlot
88784,Spain,86,16,Bobal
88785,US,86,44,Chardonnay
88786,Australia,86,25,G-S-M
88787,Spain,85,20,Bobal
88788,Australia,85,12,Grenache-Shiraz
88789,US,85,65,Cabernet Franc
88790,Italy,85,11,Primitivo
88791,France,85,16,Chardonnay
88792,US,85,22,Red Blend
88793,US,85,15,Red Blend
88794,Italy,85,,Aglianico
88795,US,85,35,Chardonnay
88796,Austria,85,17,Riesling
88797,Italy,85,22,Rosé
88798,US,85,19,Chardonnay
88799,Spain,85,18,Tempranillo Blend
88800,Italy,85,,Primitivo
88801,US,85,7,Merlot
88802,Italy,85,14,White Blend
88803,US,85,8,Symphony
88804,US,85,65,Syrah
88805,US,85,10,Cabernet Sauvignon
88806,France,88,50,Chardonnay
88807,Portugal,88,22,Portuguese Red
88808,US,88,36,Syrah
88809,US,88,20,Sauvignon Blanc
88810,France,88,32,Chardonnay
88811,Portugal,88,39,Port
88812,Argentina,88,15,Torrontés
88813,US,88,15,Riesling
88814,US,88,28,Viognier
88815,US,88,25,Pinot Gris
88816,Italy,88,50,Nebbiolo
88817,Lebanon,88,30,Chardonnay
88818,US,88,21,Viognier
88819,Italy,88,34,Nebbiolo
88820,US,88,16,Red Blend
88821,US,88,20,Pinot Gris
88822,US,88,35,Roussanne
88823,Italy,88,30,Grillo
88824,US,88,25,Malbec
88825,Argentina,88,19,Cabernet Sauvignon
88826,Italy,88,,Nebbiolo
88827,Italy,88,30,Nebbiolo
88828,US,88,50,Syrah
88829,France,88,12,Rosé
88830,Argentina,88,17,Torrontés
88831,Argentina,88,20,Cabernet Sauvignon
88832,France,88,,Chardonnay
88833,Portugal,88,37,Portuguese Red
88834,US,88,50,Pinot Noir
88835,Lebanon,88,25,White Blend
88836,US,84,25,Vignoles
88837,US,84,30,Zinfandel
88838,US,84,65,Merlot
88839,Spain,84,6,Tempranillo
88840,Australia,84,9,Moscato
88841,US,84,17,Chardonnay
88842,US,84,18,Chardonnay
88843,US,84,30,Red Blend
88844,Australia,84,15,Muscat
88845,France,84,23,Riesling
88846,US,84,17,Zinfandel
88847,US,84,21,Rhône-style Red Blend
88848,Spain,83,12,Sauvignon Blanc
88849,US,83,17,Pinot Gris
88850,US,83,30,Rhône-style Red Blend
88851,Spain,83,13,Chardonnay
88852,US,83,27,Merlot
88853,US,83,18,Chardonnay
88854,US,83,15,Merlot
88855,US,96,95,Cabernet Sauvignon
88856,Italy,95,100,Sagrantino
88857,US,95,60,Pinot Noir
88858,US,95,85,Merlot
88859,US,95,49,Pinot Noir
88860,US,95,60,Pinot Noir
88861,Argentina,95,50,Malbec
88862,US,95,80,Cabernet Sauvignon
88863,US,95,150,Cabernet Sauvignon
88864,US,95,50,Pinot Noir
88865,US,95,80,Cabernet Sauvignon
88866,US,94,38,Pinot Noir
88867,Argentina,94,50,Malbec
88868,US,94,55,Chardonnay
88869,US,94,60,Syrah
88870,Italy,94,900,Sangiovese Grosso
88871,US,94,85,Cabernet Sauvignon
